user_id;service_name;service_category;price_min;price_max;date_of_payment;number_of_payments
2704;PlayStation Now;Games;10;10;26;9
2704;Microsoft Xbox Game Pass;Games;10;10;9;3
2704;Netflix;Video Streaming;14;14;12;11
2704;YouTube Music;Music;7;7;27;12
2704;Birto;Water Supplier;35;65;5;12
2705;Fitness+;Health;8;8;3;12
2705;Doc Online;Health;10;24;23;2
2705;Wall Street Journal;Digital Magazine;20;20;11;4
2705;Amazon Prime Video;Video Streaming;9;9;5;5
2705;Spotify;Music;10;10;25;3
2705;Get Food;Food;12;12;6;3
2705;Boro;Water Supplier;35;70;25;6
2706;App Store;Store;5;20;20;3
2706;Amazon Prime;Amazon;13;13;25;4
2706;Fitness+;Health;8;8;28;10
2706;PlayStation Now;Games;10;10;24;8
2706;Microsoft Xbox Game Pass;Games;10;10;21;10
2706;Netflix;Video Streaming;14;14;25;10
2706;Amazon Music;Music;8;8;2;7
2706;Birto;Water Supplier;35;65;24;6
2707;Amazon Prime;Amazon;13;13;1;9
2707;Sephora Play;Beauty;16;16;23;5
2707;Corole;Beauty;13;13;14;11
2707;Amazon Music;Music;8;8;27;2
2707;Arialo;Water Supplier;30;60;10;7
2708;App Store;Store;5;20;19;8
2708;Sony PlayStation Plus;Games;7;7;16;8
2708;Netflix;Video Streaming;14;14;28;5
2708;Spotify;Music;10;10;14;5
2708;Arialo;Water Supplier;30;60;15;12
2709;Fitness+;Health;8;8;10;10
2709;Doc Online;Health;10;24;28;9
2709;New York Times;Digital Magazine;4;4;16;5
2709;Netflix;Video Streaming;14;14;23;3
2709;Boro;Water Supplier;35;70;9;11
2710;App Store;Store;5;20;25;8
2710;Amazon Prime;Amazon;13;13;8;11
2710;Nintendo Switch Online;Games;4;4;20;9
2710;Cooorsera;Online Education;8;8;14;11
2710;Netflix;Video Streaming;14;14;6;10
2710;Birto;Water Supplier;35;65;17;12
2711;Amazon Prime;Amazon;13;13;1;12
2711;Microsoft Xbox Game Pass;Games;10;10;12;4
2711;Google Play Music;Music;10;10;20;12
2711;Birto;Water Supplier;35;65;15;6
2712;App Store;Store;5;20;25;10
2712;Nintendo Switch Online;Games;4;4;10;6
2712;Cooorsera;Online Education;8;8;5;8
2712;Amazon Prime Video;Video Streaming;9;9;2;5
2712;Spotify;Music;10;10;7;4
2712;Boro;Water Supplier;35;70;27;2
2713;App Store;Store;5;20;4;7
2713;Wall Street Journal;Digital Magazine;20;20;22;3
2713;Amazon Prime Video;Video Streaming;9;9;1;10
2713;Birto;Water Supplier;35;65;5;7
2715;Amazon Prime;Amazon;13;13;28;12
2715;Fitness+;Health;8;8;25;6
2715;Microsoft Xbox Game Pass;Games;10;10;27;6
2715;Disney+;Video Streaming;7;7;8;3
2715;Spotify;Music;10;10;28;8
2715;Boro;Water Supplier;35;70;6;10
2716;Sony PlayStation Plus;Games;7;7;21;12
2716;Amazon Prime Video;Video Streaming;9;9;11;6
2716;Spotify;Music;10;10;22;2
2716;Deliveroo Plus;Food;14;14;12;12
2716;Boro;Water Supplier;35;70;7;5
2718;Amazon Prime;Amazon;13;13;16;5
2718;Microsoft Xbox Game Pass;Games;10;10;10;3
2718;Cooorsera;Online Education;8;8;23;9
2718;Spotify;Music;10;10;5;7
2718;Deliveroo Plus;Food;14;14;9;7
2718;Boro;Water Supplier;35;70;9;10
2719;Sony PlayStation Plus;Games;7;7;23;3
2719;Netflix;Video Streaming;14;14;2;8
2719;Spotify;Music;10;10;11;7
2719;Arialo;Water Supplier;30;60;22;6
2720;Amazon Prime;Amazon;13;13;20;4
2721;App Store;Store;5;20;3;6
2721;Wall Street Journal;Digital Magazine;20;20;23;2
2721;Netflix;Video Streaming;14;14;17;4
2721;Spotify;Music;10;10;6;3
2721;Boro;Water Supplier;35;70;11;9
2722;App Store;Store;5;20;13;7
2722;Sony PlayStation Plus;Games;7;7;6;6
2722;Netflix;Video Streaming;14;14;23;8
2722;Google Play Music;Music;10;10;17;12
2722;Arialo;Water Supplier;30;60;20;9
2723;App Store;Store;5;20;12;10
2723;Amazon Prime;Amazon;13;13;16;11
2724;Amazon Prime;Amazon;13;13;21;4
2724;Sephora Play;Beauty;16;16;22;5
2724;Cutie;Beauty;12;12;14;10
2724;Cooorsera;Online Education;8;8;21;9
2724;Amazon Prime Video;Video Streaming;9;9;6;7
2724;Spotify;Music;10;10;10;11
2724;Arialo;Water Supplier;30;60;25;7
2725;App Store;Store;5;20;28;4
2725;Amazon Prime;Amazon;13;13;6;5
2725;Sony PlayStation Plus;Games;7;7;6;7
2725;Amazon Prime Video;Video Streaming;9;9;13;4
2725;Amazon Music;Music;8;8;13;6
2725;Birto;Water Supplier;35;65;18;2
2726;Amazon Prime;Amazon;13;13;3;11
2726;Nintendo Switch Online;Games;4;4;13;10
2726;Amazon Prime Video;Video Streaming;9;9;23;2
2726;Spotify;Music;10;10;27;11
2726;Birto;Water Supplier;35;65;15;7
2727;New York Times;Digital Magazine;4;4;1;6
2727;Amazon Prime Video;Video Streaming;9;9;16;2
2727;Spotify;Music;10;10;4;11
2727;Arialo;Water Supplier;30;60;1;5
2728;YouTube;Video Streaming;12;12;21;9
2728;App Store;Store;5;20;28;2
2728;Amazon Prime;Amazon;13;13;19;6
2728;Sony PlayStation Plus;Games;7;7;14;6
2728;Learn Now;Online Education;12;12;1;11
2728;Spotify;Music;10;10;25;12
2728;Boro;Water Supplier;35;70;10;3
2729;Amazon Prime;Amazon;13;13;14;7
2730;App Store;Store;5;20;17;4
2730;Microsoft Xbox Game Pass;Games;10;10;1;6
2730;Netflix;Video Streaming;14;14;10;8
2730;Get Food;Food;12;12;1;10
2730;Boro;Water Supplier;35;70;16;10
2731;Amazon Prime;Amazon;13;13;9;7
2731;Doc Online;Health;10;24;11;2
2731;PlayStation Now;Games;10;10;14;8
2731;Microsoft Xbox Game Pass;Games;10;10;1;12
2731;Netflix;Video Streaming;14;14;10;11
2731;Spotify;Music;10;10;12;3
2731;Birto;Water Supplier;35;65;22;2
2732;App Store;Store;5;20;10;8
2732;Wall Street Journal;Digital Magazine;20;20;13;2
2732;Cooorsera;Online Education;8;8;1;6
2732;Disney+;Video Streaming;7;7;20;12
2732;Spotify;Music;10;10;4;8
2732;Deliveroo Plus;Food;14;14;28;4
2732;Arialo;Water Supplier;30;60;26;9
2733;App Store;Store;5;20;24;10
2733;New York Times;Digital Magazine;4;4;18;7
2733;Spotify;Music;10;10;22;6
2733;Deliveroo Plus;Food;14;14;11;6
2733;Arialo;Water Supplier;30;60;18;10
2734;App Store;Store;5;20;11;9
2734;Amazon Prime;Amazon;13;13;21;12
2734;Sony PlayStation Plus;Games;7;7;4;4
2734;Disney+;Video Streaming;7;7;22;2
2734;Spotify;Music;10;10;5;12
2734;Birto;Water Supplier;35;65;13;9
2735;YouTube;Video Streaming;12;12;5;2
2735;Amazon Prime;Amazon;13;13;25;6
2735;Sony PlayStation Plus;Games;7;7;19;2
2735;Learn Now;Online Education;12;12;1;2
2735;Netflix;Video Streaming;14;14;26;10
2735;Spotify;Music;10;10;11;7
2735;Deliveroo Plus;Food;14;14;22;6
2735;Birto;Water Supplier;35;65;15;6
2736;App Store;Store;5;20;6;5
2736;New York Times;Digital Magazine;4;4;22;5
2736;Netflix;Video Streaming;14;14;22;10
2736;Google Play Music;Music;10;10;20;5
2736;Birto;Water Supplier;35;65;28;12
2737;Financial Times;Digital Magazine;12;12;22;12
2737;Disney+;Video Streaming;7;7;10;8
2737;Spotify;Music;10;10;7;4
2737;Deliveroo Plus;Food;14;14;17;4
2737;Boro;Water Supplier;35;70;14;3
2738;Amazon Prime;Amazon;13;13;10;5
2738;Sony PlayStation Plus;Games;7;7;7;3
2738;Disney+;Video Streaming;7;7;9;4
2738;Arialo;Water Supplier;30;60;13;12
2739;App Store;Store;5;20;15;9
2739;Amazon Prime;Amazon;13;13;27;5
2739;Sony PlayStation Plus;Games;7;7;14;9
2739;Disney+;Video Streaming;7;7;26;2
2739;Spotify;Music;10;10;4;4
2739;Arialo;Water Supplier;30;60;4;7
2740;YouTube;Video Streaming;12;12;14;10
2740;App Store;Store;5;20;1;10
2740;Microsoft Xbox Game Pass;Games;10;10;22;7
2740;Netflix;Video Streaming;14;14;20;12
2740;Deliveroo Plus;Food;14;14;1;11
2740;Birto;Water Supplier;35;65;7;11
2741;New York Times;Digital Magazine;4;4;24;3
2741;Netflix;Video Streaming;14;14;11;8
2741;Amazon Music;Music;8;8;4;10
2741;Arialo;Water Supplier;30;60;20;6
2742;App Store;Store;5;20;22;7
2742;Financial Times;Digital Magazine;12;12;10;3
2742;Amazon Prime Video;Video Streaming;9;9;1;6
2742;Spotify;Music;10;10;6;8
2742;Arialo;Water Supplier;30;60;23;6
2743;YouTube;Video Streaming;12;12;4;10
2743;App Store;Store;5;20;16;12
2743;Amazon Prime;Amazon;13;13;25;3
2744;Amazon Prime;Amazon;13;13;7;12
2744;Nintendo Switch Online;Games;4;4;21;4
2744;Disney+;Video Streaming;7;7;10;9
2744;Spotify;Music;10;10;12;12
2744;Arialo;Water Supplier;30;60;2;6
2745;YouTube;Video Streaming;12;12;23;2
2745;Microsoft Xbox Game Pass;Games;10;10;6;11
2745;Disney+;Video Streaming;7;7;8;4
2745;Spotify;Music;10;10;5;7
2745;Arialo;Water Supplier;30;60;2;7
2746;Amazon Prime;Amazon;13;13;14;5
2746;Sony PlayStation Plus;Games;7;7;6;11
2746;Netflix;Video Streaming;14;14;11;6
2746;Spotify;Music;10;10;14;12
2746;Arialo;Water Supplier;30;60;12;8
2747;App Store;Store;5;20;11;8
2747;Amazon Prime;Amazon;13;13;16;5
2747;Doc Online;Health;10;24;6;9
2747;Sony PlayStation Plus;Games;7;7;21;12
2747;Amazon Prime Video;Video Streaming;9;9;25;10
2747;Spotify;Music;10;10;10;9
2747;Arialo;Water Supplier;30;60;20;2
2747;Clean Me;House;56;56;15;2
2748;Amazon Prime;Amazon;13;13;2;6
2748;Fitness+;Health;8;8;13;4
2749;Amazon Prime;Amazon;13;13;26;9
2749;New York Times;Digital Magazine;4;4;23;7
2749;Amazon Music;Music;8;8;5;5
2749;Get Food;Food;12;12;26;9
2749;Birto;Water Supplier;35;65;19;2
2750;App Store;Store;5;20;24;3
2750;Amazon Prime;Amazon;13;13;12;4
2750;Sony PlayStation Plus;Games;7;7;11;10
2750;Amazon Prime Video;Video Streaming;9;9;27;5
2750;Spotify;Music;10;10;13;6
2750;Boro;Water Supplier;35;70;13;11
2751;App Store;Store;5;20;26;3
2751;Amazon Prime;Amazon;13;13;26;4
2751;Nintendo Switch Online;Games;4;4;16;11
2751;Cooorsera;Online Education;8;8;22;8
2751;Netflix;Video Streaming;14;14;27;6
2751;Amazon Music;Music;8;8;25;3
2751;Birto;Water Supplier;35;65;21;3
2752;Sony PlayStation Plus;Games;7;7;6;8
2752;Spotify;Music;10;10;19;6
2752;Birto;Water Supplier;35;65;12;3
2753;Wall Street Journal;Digital Magazine;20;20;24;3
2753;Spotify;Music;10;10;25;5
2753;Arialo;Water Supplier;30;60;20;8
2754;App Store;Store;5;20;10;12
2754;Amazon Prime;Amazon;13;13;14;7
2754;Sony PlayStation Plus;Games;7;7;21;9
2754;Spotify;Music;10;10;28;2
2754;Boro;Water Supplier;35;70;24;12
2755;Amazon Prime;Amazon;13;13;5;10
2755;Doc Online;Health;10;24;26;9
2755;Financial Times;Digital Magazine;12;12;20;11
2755;Cooorsera;Online Education;8;8;9;3
2755;Netflix;Video Streaming;14;14;13;2
2755;Spotify;Music;10;10;27;3
2755;Boro;Water Supplier;35;70;5;4
2756;App Store;Store;5;20;6;7
2756;Amazon Prime;Amazon;13;13;8;5
2756;Wall Street Journal;Digital Magazine;20;20;13;3
2756;Cooorsera;Online Education;8;8;3;12
2756;Netflix;Video Streaming;14;14;3;2
2756;Birto;Water Supplier;35;65;17;9
2757;App Store;Store;5;20;18;5
2757;Nintendo Switch Online;Games;4;4;13;10
2757;Netflix;Video Streaming;14;14;24;2
2757;Spotify;Music;10;10;26;11
2757;Birto;Water Supplier;35;65;14;11
2758;App Store;Store;5;20;11;8
2758;Amazon Prime;Amazon;13;13;25;8
2758;Nintendo Switch Online;Games;4;4;27;4
2758;Spotify;Music;10;10;28;7
2758;Get Food;Food;12;12;5;7
2758;Boro;Water Supplier;35;70;9;12
2759;App Store;Store;5;20;15;5
2759;Amazon Prime;Amazon;13;13;15;4
2759;New York Times;Digital Magazine;4;4;22;7
2759;Disney+;Video Streaming;7;7;14;5
2759;Spotify;Music;10;10;26;3
2759;Arialo;Water Supplier;30;60;26;8
2760;Wall Street Journal;Digital Magazine;20;20;11;5
2760;Cooorsera;Online Education;8;8;15;11
2760;Netflix;Video Streaming;14;14;2;12
2760;Birto;Water Supplier;35;65;9;6
2761;Fitness+;Health;8;8;10;6
2761;Wall Street Journal;Digital Magazine;20;20;12;6
2761;Amazon Prime Video;Video Streaming;9;9;24;7
2761;Spotify;Music;10;10;4;11
2761;Boro;Water Supplier;35;70;20;7
2762;New York Times;Digital Magazine;4;4;3;8
2762;Netflix;Video Streaming;14;14;1;11
2762;Spotify;Music;10;10;11;12
2762;Deliveroo Plus;Food;14;14;16;12
2762;Arialo;Water Supplier;30;60;25;9
2763;Amazon Prime;Amazon;13;13;20;10
2763;Microsoft Xbox Game Pass;Games;10;10;9;7
2763;Netflix;Video Streaming;14;14;17;9
2763;Spotify;Music;10;10;4;8
2763;Birto;Water Supplier;35;65;5;10
2764;App Store;Store;5;20;19;10
2764;Fitness+;Health;8;8;27;11
2764;Doc Online;Health;10;24;1;9
2764;Nintendo Switch Online;Games;4;4;12;10
2764;Netflix;Video Streaming;14;14;16;12
2764;Spotify;Music;10;10;18;2
2764;Boro;Water Supplier;35;70;4;11
2764;Qulean;House;80;80;16;7
2765;Wall Street Journal;Digital Magazine;20;20;5;6
2765;Netflix;Video Streaming;14;14;9;4
2765;Arialo;Water Supplier;30;60;16;4
2766;App Store;Store;5;20;17;8
2766;Amazon Prime;Amazon;13;13;9;12
2766;Sony PlayStation Plus;Games;7;7;16;4
2766;Disney+;Video Streaming;7;7;14;12
2766;YouTube Music;Music;7;7;20;5
2766;Birto;Water Supplier;35;65;24;12
2767;YouTube;Video Streaming;12;12;27;12
2767;App Store;Store;5;20;5;5
2767;Amazon Prime;Amazon;13;13;16;3
2767;Sony PlayStation Plus;Games;7;7;27;2
2767;Disney+;Video Streaming;7;7;18;9
2767;Spotify;Music;10;10;5;9
2767;Birto;Water Supplier;35;65;6;8
2768;App Store;Store;5;20;22;11
2768;Amazon Prime;Amazon;13;13;1;9
2768;Fitness+;Health;8;8;2;8
2769;New York Times;Digital Magazine;4;4;23;3
2769;Cooorsera;Online Education;8;8;2;4
2769;Disney+;Video Streaming;7;7;8;8
2769;Spotify;Music;10;10;5;5
2769;Birto;Water Supplier;35;65;9;2
2770;Sony PlayStation Plus;Games;7;7;6;6
2770;Boro;Water Supplier;35;70;27;6
2771;YouTube;Video Streaming;12;12;4;11
2771;Fitness+;Health;8;8;3;7
2771;PlayStation Now;Games;10;10;28;9
2771;Microsoft Xbox Game Pass;Games;10;10;10;5
2771;Spotify;Music;10;10;11;7
2771;Boro;Water Supplier;35;70;25;10
2772;Amazon Prime;Amazon;13;13;25;8
2772;New York Times;Digital Magazine;4;4;28;12
2772;Amazon Prime Video;Video Streaming;9;9;22;11
2772;Spotify;Music;10;10;10;8
2772;Deliveroo Plus;Food;14;14;3;3
2772;Arialo;Water Supplier;30;60;5;9
2773;App Store;Store;5;20;6;6
2773;Amazon Prime;Amazon;13;13;17;10
2773;Nintendo Switch Online;Games;4;4;21;6
2773;Learn Now;Online Education;12;12;14;10
2773;Netflix;Video Streaming;14;14;2;4
2773;Spotify;Music;10;10;12;10
2773;Birto;Water Supplier;35;65;6;7
2774;Amazon Prime;Amazon;13;13;1;3
2774;New York Times;Digital Magazine;4;4;25;8
2774;Learn Now;Online Education;12;12;27;3
2774;YouTube Music;Music;7;7;6;8
2774;Boro;Water Supplier;35;70;24;4
2775;Cooorsera;Online Education;8;8;20;11
2775;Netflix;Video Streaming;14;14;20;5
2775;Birto;Water Supplier;35;65;7;2
2776;Amazon Prime;Amazon;13;13;13;4
2776;PlayStation Now;Games;10;10;25;9
2776;Microsoft Xbox Game Pass;Games;10;10;27;6
2776;Disney+;Video Streaming;7;7;9;9
2776;Spotify;Music;10;10;8;3
2776;Birto;Water Supplier;35;65;23;2
2777;App Store;Store;5;20;27;8
2777;Amazon Prime;Amazon;13;13;23;7
2777;Fitness+;Health;8;8;4;6
2777;PlayStation Now;Games;10;10;8;9
2777;Microsoft Xbox Game Pass;Games;10;10;28;5
2777;Netflix;Video Streaming;14;14;12;2
2777;Spotify;Music;10;10;7;10
2777;Boro;Water Supplier;35;70;23;4
2778;App Store;Store;5;20;6;3
2778;Amazon Prime;Amazon;13;13;3;7
2778;Sony PlayStation Plus;Games;7;7;28;3
2778;Netflix;Video Streaming;14;14;18;8
2778;YouTube Music;Music;7;7;15;2
2778;Get Food;Food;12;12;6;9
2778;Boro;Water Supplier;35;70;18;7
2779;App Store;Store;5;20;3;12
2779;New York Times;Digital Magazine;4;4;10;4
2779;Disney+;Video Streaming;7;7;15;5
2779;Spotify;Music;10;10;3;5
2779;Boro;Water Supplier;35;70;2;12
2780;App Store;Store;5;20;28;9
2780;Financial Times;Digital Magazine;12;12;16;5
2780;Spotify;Music;10;10;9;12
2780;Deliveroo Plus;Food;14;14;21;11
2780;Boro;Water Supplier;35;70;17;5
2781;App Store;Store;5;20;23;10
2781;Fitness+;Health;8;8;2;11
2781;Sony PlayStation Plus;Games;7;7;4;4
2781;Netflix;Video Streaming;14;14;25;12
2781;Spotify;Music;10;10;22;11
2781;Boro;Water Supplier;35;70;15;11
2782;Amazon Prime;Amazon;13;13;12;6
2782;Sony PlayStation Plus;Games;7;7;5;6
2782;Netflix;Video Streaming;14;14;5;11
2782;Google Play Music;Music;10;10;2;3
2782;Deliveroo Plus;Food;14;14;17;4
2782;Arialo;Water Supplier;30;60;4;11
2783;App Store;Store;5;20;13;2
2783;Amazon Prime;Amazon;13;13;21;10
2783;Fitness+;Health;8;8;26;12
2783;Nintendo Switch Online;Games;4;4;14;7
2783;Disney+;Video Streaming;7;7;13;8
2783;Amazon Music;Music;8;8;28;9
2783;Birto;Water Supplier;35;65;14;2
2784;Amazon Prime;Amazon;13;13;12;4
2784;Microsoft Xbox Game Pass;Games;10;10;21;11
2784;Netflix;Video Streaming;14;14;21;2
2784;Amazon Music;Music;8;8;18;12
2784;Birto;Water Supplier;35;65;1;9
2785;App Store;Store;5;20;27;6
2785;Amazon Prime;Amazon;13;13;24;9
2785;Fitness+;Health;8;8;12;3
2785;Nintendo Switch Online;Games;4;4;2;9
2785;Netflix;Video Streaming;14;14;18;11
2785;Spotify;Music;10;10;18;4
2785;Arialo;Water Supplier;30;60;25;2
2786;App Store;Store;5;20;23;12
2786;Amazon Prime;Amazon;13;13;27;7
2786;Each Month Chocolate;Food;8;8;3;12
2786;New York Times;Digital Magazine;4;4;8;2
2786;Netflix;Video Streaming;14;14;6;2
2786;Boro;Water Supplier;35;70;20;12
2786;Qulean;House;80;80;10;3
2787;Sony PlayStation Plus;Games;7;7;2;2
2787;Cooorsera;Online Education;8;8;12;4
2787;Netflix;Video Streaming;14;14;18;3
2787;Arialo;Water Supplier;30;60;11;8
2788;App Store;Store;5;20;28;2
2788;Amazon Prime;Amazon;13;13;23;11
2788;Wall Street Journal;Digital Magazine;20;20;17;4
2788;Amazon Prime Video;Video Streaming;9;9;26;12
2788;Boro;Water Supplier;35;70;14;10
2789;App Store;Store;5;20;23;5
2789;Amazon Prime;Amazon;13;13;9;3
2789;Wall Street Journal;Digital Magazine;20;20;24;9
2789;Netflix;Video Streaming;14;14;11;11
2789;YouTube Music;Music;7;7;18;5
2789;Birto;Water Supplier;35;65;9;2
2790;Amazon Prime;Amazon;13;13;20;2
2790;Doc Online;Health;10;24;8;9
2790;New York Times;Digital Magazine;4;4;16;9
2790;Netflix;Video Streaming;14;14;21;2
2790;Spotify;Music;10;10;20;12
2790;Arialo;Water Supplier;30;60;22;5
2791;App Store;Store;5;20;20;7
2792;App Store;Store;5;20;2;6
2792;Amazon Prime;Amazon;13;13;11;3
2792;Financial Times;Digital Magazine;12;12;18;12
2792;Netflix;Video Streaming;14;14;18;8
2792;Arialo;Water Supplier;30;60;22;10
2793;Amazon Prime;Amazon;13;13;24;4
2793;New York Times;Digital Magazine;4;4;24;8
2793;Cooorsera;Online Education;8;8;25;7
2793;Netflix;Video Streaming;14;14;12;9
2793;Spotify;Music;10;10;16;4
2793;Arialo;Water Supplier;30;60;1;7
2794;Amazon Prime;Amazon;13;13;5;12
2794;Amazon Prime Video;Video Streaming;9;9;4;6
2794;Google Play Music;Music;10;10;17;12
2794;Boro;Water Supplier;35;70;20;6
2795;App Store;Store;5;20;5;9
2795;Doc Online;Health;10;24;17;5
2796;Amazon Prime;Amazon;13;13;28;6
2796;New York Times;Digital Magazine;4;4;20;10
2796;Netflix;Video Streaming;14;14;10;11
2796;Spotify;Music;10;10;8;11
2796;Arialo;Water Supplier;30;60;27;11
2797;YouTube;Video Streaming;12;12;14;7
2797;Amazon Prime;Amazon;13;13;7;6
2797;PlayStation Now;Games;10;10;12;7
2797;Microsoft Xbox Game Pass;Games;10;10;20;8
2797;Spotify;Music;10;10;1;6
2797;Get Food;Food;12;12;2;9
2797;Arialo;Water Supplier;30;60;21;5
2798;Amazon Prime;Amazon;13;13;10;7
2798;Sephora Play;Beauty;16;16;21;7
2798;Disney+;Video Streaming;7;7;25;11
2798;Spotify;Music;10;10;22;12
2798;Boro;Water Supplier;35;70;5;12
2799;YouTube;Video Streaming;12;12;8;9
2799;Amazon Prime;Amazon;13;13;15;11
2800;App Store;Store;5;20;21;2
2800;Sony PlayStation Plus;Games;7;7;14;7
2800;Netflix;Video Streaming;14;14;4;5
2800;Spotify;Music;10;10;5;8
2800;Boro;Water Supplier;35;70;4;10
2801;Amazon Prime;Amazon;13;13;1;8
2801;Doc Online;Health;10;24;19;9
2801;New York Times;Digital Magazine;4;4;2;7
2801;Netflix;Video Streaming;14;14;6;8
2801;Birto;Water Supplier;35;65;26;3
2802;YouTube;Video Streaming;12;12;25;10
2802;App Store;Store;5;20;22;2
2802;Amazon Prime;Amazon;13;13;3;5
2802;Microsoft Xbox Game Pass;Games;10;10;7;11
2802;Netflix;Video Streaming;14;14;27;8
2802;YouTube Music;Music;7;7;23;9
2802;Boro;Water Supplier;35;70;20;4
2803;Fitness+;Health;8;8;13;6
2803;Microsoft Xbox Game Pass;Games;10;10;20;4
2803;Netflix;Video Streaming;14;14;4;11
2803;YouTube Music;Music;7;7;21;2
2803;Birto;Water Supplier;35;65;23;6
2804;Amazon Prime;Amazon;13;13;19;9
2804;Microsoft Xbox Game Pass;Games;10;10;5;9
2804;Netflix;Video Streaming;14;14;1;4
2804;Spotify;Music;10;10;16;5
2804;Birto;Water Supplier;35;65;26;7
2805;App Store;Store;5;20;23;4
2805;Amazon Prime;Amazon;13;13;8;3
2805;Wall Street Journal;Digital Magazine;20;20;20;2
2805;Netflix;Video Streaming;14;14;11;10
2805;Boro;Water Supplier;35;70;22;8
2806;App Store;Store;5;20;4;10
2806;Amazon Prime;Amazon;13;13;3;11
2807;App Store;Store;5;20;21;5
2807;Amazon Prime;Amazon;13;13;1;8
2807;Microsoft Xbox Game Pass;Games;10;10;27;9
2807;Netflix;Video Streaming;14;14;17;4
2807;Amazon Music;Music;8;8;14;7
2807;Deliveroo Plus;Food;14;14;19;3
2807;Boro;Water Supplier;35;70;22;5
2808;New York Times;Digital Magazine;4;4;5;2
2808;Disney+;Video Streaming;7;7;27;6
2808;Spotify;Music;10;10;21;4
2808;Arialo;Water Supplier;30;60;15;7
2809;App Store;Store;5;20;17;2
2809;New York Times;Digital Magazine;4;4;9;10
2809;Netflix;Video Streaming;14;14;25;3
2809;Spotify;Music;10;10;24;7
2809;Birto;Water Supplier;35;65;13;2
2810;App Store;Store;5;20;13;3
2810;Amazon Prime;Amazon;13;13;19;9
2810;PlayStation Now;Games;10;10;25;6
2810;Microsoft Xbox Game Pass;Games;10;10;1;12
2810;Netflix;Video Streaming;14;14;7;10
2810;Deliveroo Plus;Food;14;14;24;5
2810;Arialo;Water Supplier;30;60;3;5
2811;YouTube;Video Streaming;12;12;11;6
2811;Amazon Prime;Amazon;13;13;9;10
2811;Doc Online;Health;10;24;28;11
2811;Nintendo Switch Online;Games;4;4;26;11
2811;Netflix;Video Streaming;14;14;22;6
2811;Google Play Music;Music;10;10;15;6
2811;Deliveroo Plus;Food;14;14;13;10
2811;Arialo;Water Supplier;30;60;1;7
2812;Amazon Prime;Amazon;13;13;3;5
2812;Netflix;Video Streaming;14;14;4;7
2812;Amazon Music;Music;8;8;9;5
2812;Arialo;Water Supplier;30;60;22;12
2813;Amazon Prime;Amazon;13;13;3;12
2813;Financial Times;Digital Magazine;12;12;1;9
2813;Learn Now;Online Education;12;12;20;3
2813;Spotify;Music;10;10;28;12
2813;Boro;Water Supplier;35;70;6;11
2814;YouTube;Video Streaming;12;12;13;7
2814;Amazon Prime;Amazon;13;13;14;4
2814;Nintendo Switch Online;Games;4;4;23;6
2814;Spotify;Music;10;10;16;2
2814;Deliveroo Plus;Food;14;14;25;12
2814;Arialo;Water Supplier;30;60;28;5
2815;YouTube;Video Streaming;12;12;26;9
2815;App Store;Store;5;20;11;2
2815;Amazon Prime;Amazon;13;13;10;8
2815;Cooorsera;Online Education;8;8;15;7
2815;Spotify;Music;10;10;3;3
2815;Birto;Water Supplier;35;65;8;7
2816;App Store;Store;5;20;21;10
2816;Amazon Prime;Amazon;13;13;26;3
2816;Home Chief;Food;60;60;20;5
2816;Microsoft Xbox Game Pass;Games;10;10;14;9
2816;Netflix;Video Streaming;14;14;21;2
2816;Spotify;Music;10;10;5;3
2816;Deliveroo Plus;Food;14;14;14;11
2816;Arialo;Water Supplier;30;60;24;8
2817;Amazon Prime;Amazon;13;13;10;4
2817;Fitness+;Health;8;8;20;9
2817;New York Times;Digital Magazine;4;4;5;8
2817;Disney+;Video Streaming;7;7;14;3
2817;Spotify;Music;10;10;12;4
2817;Boro;Water Supplier;35;70;9;11
2818;App Store;Store;5;20;10;11
2819;Amazon Prime;Amazon;13;13;5;2
2819;Nintendo Switch Online;Games;4;4;11;4
2819;Netflix;Video Streaming;14;14;8;2
2819;Spotify;Music;10;10;26;3
2819;Boro;Water Supplier;35;70;26;12
2820;App Store;Store;5;20;24;10
2820;New York Times;Digital Magazine;4;4;22;7
2820;Spotify;Music;10;10;10;7
2820;Birto;Water Supplier;35;65;8;7
2821;Amazon Prime;Amazon;13;13;2;4
2821;New York Times;Digital Magazine;4;4;15;3
2821;Disney+;Video Streaming;7;7;23;10
2821;Amazon Music;Music;8;8;17;8
2821;Boro;Water Supplier;35;70;16;2
2822;YouTube;Video Streaming;12;12;27;3
2822;Sony PlayStation Plus;Games;7;7;4;8
2822;Netflix;Video Streaming;14;14;19;2
2822;Birto;Water Supplier;35;65;3;5
2823;Financial Times;Digital Magazine;12;12;7;2
2823;Cooorsera;Online Education;8;8;27;5
2823;Netflix;Video Streaming;14;14;23;4
2823;YouTube Music;Music;7;7;25;9
2823;Get Food;Food;12;12;22;6
2823;Boro;Water Supplier;35;70;16;8
2824;YouTube;Video Streaming;12;12;15;6
2824;Fitness+;Health;8;8;27;5
2824;New York Times;Digital Magazine;4;4;12;6
2824;Netflix;Video Streaming;14;14;26;7
2824;YouTube Music;Music;7;7;2;6
2824;Arialo;Water Supplier;30;60;10;2
2825;App Store;Store;5;20;13;11
2825;Doc Online;Health;10;24;5;9
2825;New York Times;Digital Magazine;4;4;4;10
2825;Netflix;Video Streaming;14;14;3;2
